API_COUNTY,API_NUMBER,COUNTY_CODE,SECTION,TOWNSHIP,RANGE,LEASE_NAME,WELL_NUMBER,STATUS,QUARTER4,QUARTER3,QUARTER2,QUARTER1,WELL_TYPE,MAXPRESSURE,MAXRATE,LAST_MIT_DATE,FORMATION,FORMATION_TOP_DEPTH,FORMATION_BOTTOM_DEPTH,PACKERDEPTH,ORDER_NUMBER,LATITUDE,LONGITUDE,OPERATOR#,OPERATOR,STIPULATIONS,                                                                                                       
81,22116,81,23,16N,02E,PGSU                          ,2353,TM,    ,    ,    ,SW  ,2R ,2000,2000,          ,BARTLESVILLE                            ,4604,4656,4555,424047,35.843659,-97.06661,5815,LAMAMCO DRILLING COMPANY                ,                                                                                       ,
81,21460,81,26,16N,02E,PGSU                          ,2651,AC,    ,NE  ,NE  ,SW  ,2R ,2000,2000,8/5/08,BARTLESVILLE                            ,4700,4730,4650,423625,35.831875,-97.06326,22182,LINN OPERATING INC                      ,                                                                                       ,
81,23398,81,1,15N,02E,WEST CARNEY                   , 3 SWDW,TM,W2  ,NE  ,NE  ,SE  ,2D ,300,20000,11/7/03,2ND WILCOX & ARBUCKLE                   ,5140,6800,5230,422930,35.802899,-97.03715,17837,ALTEX RESOURCES INC                     ,                                                                                       ,
81,2432,81,31,17N,03E,VIOLA HARRIS                  ,1,PA,    ,SW  ,SE  ,SW  ,2D ,500,6000,6/29/05,LAYTON                                  ,1210,3010,1205,424122,35.899354,-97.02869,21714,MCCOOL JOHN E                           ,                                                                                       ,
85,646,85,8,07S,03E,SADLER  E W                   , B1    ,PA,C   ,W/2 ,SW  ,SW  ,2D ,1500,1500,10/26/01,PENN SANDS                              ,1800,9301,1764,424971,33.956616,-97.01909,913,CHEVRON USA INC                         ,                                                                                       ,
49,23750,49,29,03N,03E,KNIGHT                        , 5-29  ,AC,    ,SW  ,NW  ,NW  ,2D ,800,1000,10/2/07,BELLE CITY                              ,1627,1624,1577,429391,34.706951,-97.01801,17408,DEKA EXPLORATION INC                    ,                                                                                       ,
49,23750,49,29,03N,03E,KNIGHT                        , 5-29  ,AC,    ,SW  ,NW  ,NW  ,2D ,800,1000,10/2/07,BROMIDE                                 ,1669,1685,1577,429391,34.706951,-97.01801,17408,DEKA EXPLORATION INC                    ,                                                                                       ,
81,22596,81,27,17N,03E,GROTHEER                      , 3A    ,TM,    ,NE  ,NW  ,SE  ,2D ,500,2000,          ,ENDICOTT                                ,2600,2800,2550,294079,35.919372,-96.96853,16640,LEAVELL RESOURCES CORPORATION           ,                                                                                       ,
49,20721,49,34,04N,03E,BOATRIGHT                     ,2,PA,    ,SE  ,SE  ,SE  ,2D ,400,200,          ,BROMIDE SD                              ,1986,1996,0,122094,34.768498,-96.96752,10602,SAN FRANCISCO-OKLA PET EX INC           ,                                                                                       ,
71,22925,71,11,27N,03E,JETT                          ,2,AC,    ,SE  ,SW  ,SW  ,2D ,0,500,12/28/10,RED FORK                                ,3032,3050,3000,357313,36.82627,-96.95459,21301,GLM ENERGY INC                          ,                                                                                       ,
81,2384,81,25,17N,03E,HARMON (WACU)                 ,1,PA,    ,NW  ,SW  ,NW  ,2D ,0,100,          ,OSAGE LAYTON                            ,2545,2590,2400,9,35.923034,-96.94402,178,BERRY THOMAS N & COMPANY                ,                                                                                       ,
81,22409,81,2,12N,05E,VANHOOSER                     ,1,TM,    ,SE  ,SW  ,NW  ,2D ,500,3000,1/24/97,HUNTON - ARBUCKLE                       ,4280,5280,4230,362480,35.544038,-96.74966,12808,SPECIAL ENERGY CORPORATION              ,                                                                                       ,
81,2587,81,9,13N,06E,LILLIS                        ,1,AC,    ,NE  ,NE  ,SE  ,2D ,500,500,4/13/12,WILCOX                                  ,4270,4300,0,412264,35.614427,-96.66347,20089,PRO OPERATING LLC                       ,                                                                                       ,
81,22309,81,9,14N,06E,A.N. TERRY                    ,1,AC,    ,SE  ,SE  ,SE  ,2D ,1000,6000,6/27/12,ARBUCKLE                                ,4700,4800,4700,259441,35.696013,-96.66347,20795,MID-WAY ENVIROMENTAL SERV INC           ,                                                                                       ,
81,6151,81,11,15N,06E,EMRICH                        ,2,AC,    ,C   ,SW  ,SW  ,2R ,400,350,1/25/11,DUTCHER                                 ,3611,3621,3560,412658,35.783892,-96.6424,22037,CARDINAL OIL LLC                        ,                                                                                       ,
81,30038,81,14,14N,06E,SPSU                          , 32-3  ,AC,    ,W/2 ,SE  ,NE  ,2R ,1050,250,6/23/10,PRUE                                    ,2836,2904,2825,106292,35.689615,-96.62905,22675,JUNO OPERATING COMPANY II LLC           ,                                                                                       ,
37,8726,37,7,17N,07E,DEERE  S.                     , 2-A   ,TM,    ,C   ,SW  ,NW  ,2D ,0,600,1/28/93,BURGESS                                 ,2830,2832,2100,372354,35.968051,-96.61668,18235,DOUBLE EAGLE PETROLEUM CORP             ,                                                                                       ,
37,8726,37,7,17N,07E,DEERE  S.                     , 2-A   ,TM,    ,C   ,SW  ,NW  ,2D ,0,600,1/28/93,OSWEGO                                  ,2313,2352,2100,372354,35.968051,-96.61668,18235,DOUBLE EAGLE PETROLEUM CORP             ,                                                                                       ,
37,22031,37,17,18N,07E,E. WILSON                     ,1,AC,    ,NW  ,NW  ,SW  ,2D ,0,4000,8/16/11,ARBUCKLE DOLOMITE                       ,2497,3207,2200,373705,36.037877,-96.59998,16896,CHAPARRAL ENERGY LLC                    ,                                                                                       ,
37,975,37,32,18N,07E,FULKERSON                     ,1,AC,    ,W/2 ,SE  ,SW  ,2D ,500,500,2/10/09,PRUE-RED FORK                           ,2260,2500,2290,378875,35.989835,-96.59439,8756,ALPHA PETRO DEVELOPMENT INC             ,                                                                                       ,
37,22414,37,8,18N,07E,AMY SIMPSON                   ,29,AC,    ,SE  ,SE  ,SW  ,2D ,0,7000,12/2/11,ARBUCKLE                                ,2554,3500,2450,382668,36.046943,-96.59329,16896,CHAPARRAL ENERGY LLC                    ,                                                                                       ,
37,1597,37,20,17N,07E,KANTOR                        ,4,AC,    ,NE  ,SW  ,NE  ,2R ,500,1000,9/22/10,PRUE SAND                               ,2442,2467,2385,366371,35.939979,-96.58881,13989,NBI SERVICES INC                        ,                                                                                       ,
37,16074,37,4,18N,07E,SUSIE CROW                    , 1-A   ,AC,    ,SW  ,SW  ,SW  ,2D ,300,3000,9/18/08,ARBUCKLE LM                             ,2834,2984,2784,421086,36.061471,-96.58216,20417,SOUTHWEST PETROLEUM CORP                ,                                                                                       ,
37,20225,37,21,17N,07E,SHAMROCK ROYALTY UNIT TR 7    , W-10  ,AC,    ,SW  ,SW  ,SW  ,2R ,0,2000,2/29/12,PRUE REDFORK BARTLSV                    ,2463,2864,2403,411113,35.930938,-96.58213,22182,LINN OPERATING INC                      ,                                                                                       ,
37,20238,37,21,17N,07E,SHAMROCK ROYALTY UNIT TR. 3   , W-4   ,AC,    ,SW  ,NW  ,SW  ,2R ,800,1000,4/13/10,BARTLESVILLE PRUE ET                    ,2370,2844,2320,332192,35.934564,-96.58213,22182,LINN OPERATING INC                      ,                                                                                       ,
37,20675,37,4,16N,07E,SCOTT-OGLESBY                 , 2-35  ,AC,    ,NW  ,SW  ,NW  ,2R ,2965,2000,3/30/11,LAYTON                                  ,1554,1577,1521,25958,35.895827,-96.58208,13989,NBI SERVICES INC                        ,                                                                                       ,
37,20676,37,4,16N,07E,SCOTT-OGLESBY TR #2           , 2-38  ,TM,    ,SW  ,SW  ,NW  ,2R ,0,0,8/6/07,BARTLESVILLE                            ,2826,2838,0,25958,35.894014,-96.58208,20671,CMT OIL & GAS COMPANY INC               ,                                                                                       ,
37,20676,37,4,16N,07E,SCOTT-OGLESBY TR #2           , 2-38  ,TM,    ,SW  ,SW  ,NW  ,2R ,0,0,8/6/07,LAYTON                                  ,1523,1540,0,25958,35.894014,-96.58208,20671,CMT OIL & GAS COMPANY INC               ,                                                                                       ,
37,20784,37,4,16N,07E,SCOTT-OGLESBY TR #2           , 2-34  ,PD,    ,NW  ,NW  ,NW  ,2R ,0,0,10/23/09,BARTLESVILLE                            ,2890,2897,0,25958,35.899453,-96.58208,16112,KLO LLC                                 ,                                                                                       ,
37,20685,37,4,16N,07E,SCOTT-OGLESBY TR #2           , 2-39  ,TM,    ,SE  ,SW  ,NW  ,2R ,0,0,9/18/86,LAYTON                                  ,1469,1486,0,25958,35.894014,-96.57985,16112,KLO LLC                                 ,                                                                                       ,
37,20685,37,4,16N,07E,SCOTT-OGLESBY TR #2           , 2-39  ,TM,    ,SE  ,SW  ,NW  ,2R ,0,0,9/18/86,PRUE                                    ,2383,2424,0,25958,35.894014,-96.57985,16112,KLO LLC                                 ,                                                                                       ,
37,20785,37,4,16N,07E,SCOTT-OGLESBY TR #2           , 2-33  ,TM,    ,NE  ,NW  ,NW  ,2R ,0,0,          ,BARTLESVILLE                            ,2800,2838,0,25958,35.899453,-96.57985,16112,KLO LLC                                 ,                                                                                       ,
37,20785,37,4,16N,07E,SCOTT-OGLESBY TR #2           , 2-33  ,TM,    ,NE  ,NW  ,NW  ,2R ,0,0,          ,LAYTON                                  ,1514,1534,0,25958,35.899453,-96.57985,16112,KLO LLC                                 ,                                                                                       ,
37,22199,37,4,16N,07E,SCOTT-OGLESBY TR #2           , 2-50  ,AC,    ,SE  ,NW  ,NW  ,2R ,1500,2000,12/11/09,BARTLESVILLE                            ,2845,2903,1531,25958,35.89764,-96.57985,13989,NBI SERVICES INC                        ,                                                                                       ,
37,22199,37,4,16N,07E,SCOTT-OGLESBY TR #2           , 2-50  ,AC,    ,SE  ,NW  ,NW  ,2R ,1500,2000,12/11/09,LAYTON                                  ,1554,1602,1531,25958,35.89764,-96.57985,13989,NBI SERVICES INC                        ,                                                                                       ,
37,20515,37,4,16N,07E,SCOTT-OGLESBY TR #2           , 2-36  ,AC,    ,S2  ,N2  ,NW  ,2R ,1500,2000,10/23/08,BARTLESVILLE                            ,2813,2875,2790,25958,35.89764,-96.57873,13989,NBI SERVICES INC                        ,                                                                                       ,
37,20515,37,4,16N,07E,SCOTT-OGLESBY TR #2           , 2-36  ,AC,    ,S2  ,N2  ,NW  ,2R ,1500,2000,10/23/08,LAYTON                                  ,1530,1547,2790,25958,35.89764,-96.57873,13989,NBI SERVICES INC                        ,                                                                                       ,
37,20755,37,33,17N,07E,HETTIE DUNSON                 ,53,TM,    ,NW  ,SE  ,SW  ,2R ,0,0,9/5/86,                                        ,0,0,0,25958,35.903745,-96.57767,16112,KLO LLC                                 ,                                                                                       ,
37,25903,37,21,18N,07E,MCGRAW                        ,9,AC,    ,SE  ,SE  ,NW  ,2R ,300,300,11/7/11,LAYTON                                  ,1554,1564,1500,426216,36.025212,-96.57546,10148,LITTLE RIVER ENERGY COMPANY             ,                                                                                       ,
37,26614,37,21,18N,07E,MCGRAW                        ,12,TM,    ,NE  ,NE  ,NW  ,2R ,0,0,          ,                                        ,         ,         ,           ,434346,36.030651,-96.57546,15124,COX JOE F                               ,                                                                                       ,
37,21002,37,4,14N,07E,GRIMM                         ,5,AC,    ,NE  ,NE  ,SW  ,2R ,500,500,8/4/10,PRUE                                    ,2864,2896,2778,375128,35.718154,-96.57537,22675,JUNO OPERATING COMPANY II LLC           ,                                                                                       ,
37,20443,37,28,17N,07E,LESTA KEYS                    ,48,AC,W2  ,W2  ,W2  ,SE  ,2R ,1500,2000,4/1/10,PRUE                                    ,2375,2426,2310,25958,35.919155,-96.57377,13989,NBI SERVICES INC                        ,                                                                                       ,
37,20443,37,28,17N,07E,LESTA KEYS                    ,48,AC,W2  ,W2  ,W2  ,SE  ,2R ,1500,2000,4/1/10,SKINNER                                 ,2595,2600,2310,25958,35.919155,-96.57377,13989,NBI SERVICES INC                        ,                                                                                       ,
0,0,37,28,17N,07E,LESTA KEYS                    ,15,PA,    ,NW  ,NW  ,SE  ,2R ,0,0,          ,BARTLESVILLE                            ,2734,2817,0,25958,35.921875,-96.57322,99,ARCO OIL AND GAS COMPANY                ,                                                                                       ,
37,20444,37,28,17N,07E,LESTA KEYS                    ,49,AC,    ,SW  ,SW  ,SE  ,2R ,1500,2000,12/2/10,PRUE                                    ,2390,2424,2360,25958,35.916436,-96.57322,13989,NBI SERVICES INC                        ,                                                                                       ,
37,20684,37,4,16N,07E,SCOTT-OGLESBY                 , 1-34  ,AC,    ,NW  ,NW  ,SE  ,2R ,1500,2000,12/11/09,BARTLESVILLE                            ,2722,2758,0,25958,35.892202,-96.57316,13989,NBI SERVICES INC                        ,                                                                                       ,
37,20684,37,4,16N,07E,SCOTT-OGLESBY                 , 1-34  ,AC,    ,NW  ,NW  ,SE  ,2R ,1500,2000,12/11/09,LAYTON                                  ,1415,1436,0,25958,35.892202,-96.57316,13989,NBI SERVICES INC                        ,                                                                                       ,
37,20738,37,33,17N,07E,HETTIE DUNSON                 ,50,TM,    ,C   ,SW  ,SE  ,2R ,0,0,          ,PRUE                                    ,2395,2398,0,25958,35.902839,-96.5721,16640,LEAVELL RESOURCES CORPORATION           ,                                                                                       ,
37,26088,37,21,18N,07E,MCGRAW                        ,10,TM,    ,NW  ,W   ,NE  ,2R ,0,0,          ,                                        ,         ,         ,           ,434347,36.028839,-96.57099,15124,COX JOE F                               ,                                                                                       ,
37,20705,37,4,16N,07E,SCOTT-OGLESBY TR # 2          , 2-37  ,PD,    ,NE  ,NW  ,SE  ,2R ,1500,2000,1/20/93,PRUE                                    ,2291,2333,2754,25958,35.892202,-96.57094,13989,NBI SERVICES INC                        ,                                                                                       ,
37,20705,37,4,16N,07E,SCOTT-OGLESBY TR # 2          , 2-37  ,PD,    ,NE  ,NW  ,SE  ,2R ,1500,2000,1/20/93,SKINNER                                 ,2448,2457,2754,25958,35.892202,-96.57094,13989,NBI SERVICES INC                        ,                                                                                       ,
37,20375,37,28,17N,07E,LESTA KEYS                    ,46,AC,    ,    ,C   ,SE  ,2R ,1500,2000,2/23/12,PRUE                                    ,2384,2422,2570,25958,35.919155,-96.56987,13989,NBI SERVICES INC                        ,                                                                                       ,
37,20375,37,28,17N,07E,LESTA KEYS                    ,46,AC,    ,    ,C   ,SE  ,2R ,1500,2000,2/23/12,SKINNER                                 ,2604,2609,2570,25958,35.919155,-96.56987,13989,NBI SERVICES INC                        ,                                                                                       ,
37,20648,37,28,17N,07E,LESTA KEYS                    ,45,AC,    ,C   ,S2  ,SE  ,2R ,0,0,3/30/11,BARTLESVILLE                            ,2834,2848,2842,25958,35.917342,-96.56987,13989,NBI SERVICES INC                        ,                                                                                       ,
37,20648,37,28,17N,07E,LESTA KEYS                    ,45,AC,    ,C   ,S2  ,SE  ,2R ,0,0,3/30/11,SKINNER                                 ,2638,2646,2842,25958,35.917342,-96.56987,13989,NBI SERVICES INC                        ,                                                                                       ,
37,30531,37,28,17N,07E,LESTA KEYS                    ,47,TM,    ,    ,E/2 ,SE  ,2R ,0,0,1/20/93,SKINNER                                 ,2579,2584,0,25958,35.919155,-96.56987,99,ARCO OIL AND GAS COMPANY                ,                                                                                       ,
37,20696,37,4,16N,07E,SCOTT-OGLESBY TR #1           , 1-30  ,PA,    ,    ,W/2 ,SE  ,2R ,0,0,          ,BARTLESVILLE                            ,2700,2771,0,25958,35.889483,-96.56982,16112,KLO LLC                                 ,                                                                                       ,
37,20696,37,4,16N,07E,SCOTT-OGLESBY TR #1           , 1-30  ,PA,    ,    ,W/2 ,SE  ,2R ,0,0,          ,PRUE                                    ,2361,2397,0,25958,35.889483,-96.56982,16112,KLO LLC                                 ,                                                                                       ,
37,20697,37,4,16N,07E,SCOTT-OGLESBY TR #1           , 1-31  ,TM,    ,    ,C   ,SE  ,2R ,0,0,          ,BARTLESVILLE                            ,2657,2736,0,25958,35.889483,-96.56982,16112,KLO LLC                                 ,                                                                                       ,
37,20697,37,4,16N,07E,SCOTT-OGLESBY TR #1           , 1-31  ,TM,    ,    ,C   ,SE  ,2R ,0,0,          ,PRUE                                    ,2318,2357,0,25958,35.889483,-96.56982,16112,KLO LLC                                 ,                                                                                       ,
37,9202,37,4,17N,07E,JEMIMA RICHARD #1             , W-34  ,PA,    ,SW  ,NE  ,SE  ,2R ,0,0,10/23/85,BARTLESVILLE                            ,2617,2736,0,54378,35.978076,-96.56876,19386,PETCO PETROLEUM CORP                    ,                                                                                       ,
37,9202,37,4,17N,07E,JEMIMA RICHARD #1             , W-34  ,PA,    ,SW  ,NE  ,SE  ,2R ,0,0,10/23/85,PRUE                                    ,2271,2346,0,54378,35.978076,-96.56876,19386,PETCO PETROLEUM CORP                    ,                                                                                       ,
37,9203,37,4,17N,07E,JEMIMA RICHARD #1             , W-33  ,AC,    ,NE  ,NE  ,SE  ,2R ,0,0,2/20/09,BARTLESVILLE                            ,2489,2596,0,54378,35.979889,-96.56653,19386,PETCO PETROLEUM CORP                    ,                                                                                       ,
37,20014,37,33,17N,07E,RICHARD BRUNER                ,13,TM,    ,SE  ,NE  ,SE  ,2R ,0,0,1/20/93,BARTLESVILLE                            ,2754,2790,0,25958,35.905558,-96.56653,16112,KLO LLC                                 ,                                                                                       ,
37,20014,37,33,17N,07E,RICHARD BRUNER                ,13,TM,    ,SE  ,NE  ,SE  ,2R ,0,0,1/20/93,LAYTON                                  ,1470,1490,0,25958,35.905558,-96.56653,16112,KLO LLC                                 ,                                                                                       ,
37,20558,37,21,17N,07E,R.S. LITCHFIELD               ,55,AC,    ,NE  ,NE  ,NE  ,2R ,1000,2500,10/30/08,BARTLESVILLE                            ,2796,2822,0,260048,35.94363,-96.56653,16011,MID-CON ENERGY OPERATING INC            ,                                                                                       ,
37,20558,37,21,17N,07E,R.S. LITCHFIELD               ,55,AC,    ,NE  ,NE  ,NE  ,2R ,1000,2500,10/30/08,PRUE                                    ,2415,2476,0,260048,35.94363,-96.56653,16011,MID-CON ENERGY OPERATING INC            ,                                                                                       ,
37,20773,37,33,17N,07E,HETTIE DUNSON                 ,48,TM,    ,SE  ,SE  ,SE  ,2R ,0,0,9/17/86,BARTLESVILLE                            ,2754,2788,0,25958,35.901932,-96.56653,16640,LEAVELL RESOURCES CORPORATION           ,                                                                                       ,
37,20773,37,33,17N,07E,HETTIE DUNSON                 ,48,TM,    ,SE  ,SE  ,SE  ,2R ,0,0,9/17/86,PRUE                                    ,2378,2404,0,25958,35.901932,-96.56653,16640,LEAVELL RESOURCES CORPORATION           ,                                                                                       ,
37,24117,37,4,17N,07E,JEMIMA RICHARD #1             , W-35  ,PA,    ,NE  ,SE  ,SE  ,2R ,0,0,10/23/85,BARTLESVILLE                            ,2662,2796,0,54378,35.976263,-96.56653,19386,PETCO PETROLEUM CORP                    ,                                                                                       ,
37,20559,37,16,17N,07E,SUSANNA DACON                 ,45,AC,E2  ,E2  ,E2  ,SE  ,2R ,1000,2500,7/24/09,BARTLESVILLE                            ,2737,2782,2650,260045,35.948163,-96.56597,16011,MID-CON ENERGY OPERATING INC            ,                                                                                       ,
37,20481,37,15,17N,07E,STEWART FEE                   , W-43  ,AC,NW  ,NW  ,SW  ,NW  ,2R ,1000,2500,7/27/12,BARTLESVILLE                            ,2628,2734,2550,326733,35.954982,-96.56487,16011,MID-CON ENERGY OPERATING INC            ,                                                                                       ,
37,25190,37,10,19N,07E,FOOTE                         , 2A    ,PA,    ,SW  ,NW  ,SW  ,2R ,300,2000,          ,LOWER BARTLESVILLE                      ,2872,2882,2853,364424,36.137637,-96.56435,18158,WHITE BUFFALO PETROLEUM CO              ,                                                                                       ,
37,26814,37,10,18N,07E,STEPHENSON                    ,3,AC,    ,SW  ,NW  ,NW  ,2R ,450,300,4/1/10,SKINNER             /SD/                ,2634,2644,2580,430178,36.057867,-96.56433,18268,BLACK CAT OIL COMPANY                   ,                                                                                       ,
37,9039,37,15,17N,07E,STEWART FEE                   ,34,AC,E/2 ,NE  ,SW  ,SW  ,2R ,1000,2500,4/21/11,BARTLESVILLE                            ,2836,2848,2750,260050,35.947278,-96.56208,16011,MID-CON ENERGY OPERATING INC            ,                                                                                       ,
37,28014,37,10,16N,07E,NORA WILLIAMS A               ,26,AC,E/2 ,NE  ,SW  ,NW  ,2R ,200,1500,10/15/10,BARTLESVILLE                            ,2653,2684,2635,388016,35.881346,-96.56206,22550,BEREXCO LLC                             ,                                                                                       ,
37,20419,37,15,17N,07E,STEWART FEE                   ,41,PA,S/2 ,S/2 ,S/2 ,SW  ,2R ,1000,2500,12/6/89,BARTLESVILLE                            ,2760,2870,2725,260049,35.948184,-96.56097,16011,MID-CON ENERGY OPERATING INC            ,                                                                                       ,
37,20440,37,15,17N,07E,STEWART FEE                   , W-44  ,AC,    ,    ,    ,W2  ,2R ,1000,2500,6/4/08,BARTLESVILLE                            ,2637,2732,2550,260046,35.95181,-96.56097,16011,MID-CON ENERGY OPERATING INC            ,                                                                                       ,
37,20441,37,15,17N,07E,STEWART FEE                   , W-45  ,AC,    ,    ,S2  ,NW  ,2R ,1000,2500,1/18/12,BARTLESVILLE                            ,2735,2850,2650,260051,35.953623,-96.56097,16011,MID-CON ENERGY OPERATING INC            ,                                                                                       ,
37,20499,37,34,17N,07E,HANNAH MITCHELL               ,29,PA,    ,C   ,E/2 ,SW  ,2R ,0,0,          ,BARTLESVILLE                            ,2750,2791,0,25958,35.904674,-96.56096,99,ARCO OIL AND GAS COMPANY                ,                                                                                       ,
37,20499,37,34,17N,07E,HANNAH MITCHELL               ,29,PA,    ,C   ,E/2 ,SW  ,2R ,0,0,          ,SKINNER                                 ,2534,2540,0,25958,35.904674,-96.56096,99,ARCO OIL AND GAS COMPANY                ,                                                                                       ,
37,22273,37,27,17N,07E,BILLY LEWIS                   ,14,PA,    ,SW  ,NE  ,SW  ,2D ,600,600,          ,BARTLESVILLE                            ,2750,2860,2720,67343,35.920084,-96.55985,1079,EXXON MOBIL CORPORATION                 ,                                                                                       ,
37,22273,37,27,17N,07E,BILLY LEWIS                   ,14,PA,    ,SW  ,NE  ,SW  ,2D ,600,600,          ,RED FORK                                ,2664,0,2720,67343,35.920084,-96.55985,1079,EXXON MOBIL CORPORATION                 ,                                                                                       ,
37,21181,37,34,14N,07E,WEST ARNO UNIT                , 9-4   ,TM,    ,NW  ,SE  ,SW  ,2R ,0,0,          ,                                        ,         ,         ,           ,439322,35.64203,-96.5598,15298,BAILEY RICHARD LEON                     ,                                                                                       ,
37,1503,37,27,17N,07E,BILLY LEWIS                   ,12,PA,    ,NE  ,SE  ,SW  ,2R ,0,0,          ,BARTLESVILLE                            ,2832,2865,0,67343,35.918271,-96.55762,1079,EXXON MOBIL CORPORATION                 ,                                                                                       ,
37,1503,37,27,17N,07E,BILLY LEWIS                   ,12,PA,    ,NE  ,SE  ,SW  ,2R ,0,0,          ,RED FORK                                ,2726,0,0,67343,35.918271,-96.55762,1079,EXXON MOBIL CORPORATION                 ,                                                                                       ,
37,20479,37,15,17N,07E,STEWART FEE                   , W-40  ,AC,    ,SE  ,SE  ,SW  ,2R ,1000,2500,4/21/11,BARTLESVILLE                            ,2692,2744,2612,260047,35.945465,-96.55762,16011,MID-CON ENERGY OPERATING INC            ,                                                                                       ,
37,20497,37,34,17N,07E,HANNAH MITCHELL               ,28,AC,    ,SE  ,SE  ,NW  ,2R ,0,0,7/23/09,BARTLESVILLE                            ,2780,2832,0,25958,35.909206,-96.55762,13989,NBI SERVICES INC                        ,                                                                                       ,
37,20497,37,34,17N,07E,HANNAH MITCHELL               ,28,AC,    ,SE  ,SE  ,NW  ,2R ,0,0,7/23/09,PRUE                                    ,2412,2445,0,25958,35.909206,-96.55762,13989,NBI SERVICES INC                        ,                                                                                       ,
37,20498,37,34,17N,07E,HANNAH MITCHELL               ,27,TM,    ,E2  ,E2  ,NW  ,2R ,0,0,          ,BARTLESVILLE                            ,2787,2843,0,25958,35.911926,-96.55762,20396,W P OIL & GAS LLC                       ,                                                                                       ,
37,20498,37,34,17N,07E,HANNAH MITCHELL               ,27,TM,    ,E2  ,E2  ,NW  ,2R ,0,0,          ,PRUE                                    ,2411,2469,0,25958,35.911926,-96.55762,20396,W P OIL & GAS LLC                       ,                                                                                       ,
37,2878,37,34,14N,07E,WEST ARNO UNIT TR 4           , 4-1   ,TM,    ,NE  ,NE  ,SW  ,2R ,0,0,          ,                                        ,         ,         ,           ,439323,35.645656,-96.55757,15298,BAILEY RICHARD LEON                     ,                                                                                       ,
37,21763,37,15,17N,07E,LILLIE JACKSON                ,14,AC,    ,C   ,SE  ,SE  ,2R ,300,1000,2/17/09,LAYTON SAND                             ,1470,1520,1420,335167,35.946372,-96.54982,19386,PETCO PETROLEUM CORP                    ,                                                                                       ,
37,28555,37,31,15N,08E,BRYDEN                        , C-13  ,AC,    ,NE  ,SE  ,SW  ,2R ,800,300,4/1/11,SKINNER             /SD/                ,2520,2590,2460,431093,35.729105,-96.50422,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
37,27852,37,10,15N,08E,AIRPORT                       ,1,TM,    ,SE  ,NW  ,SW  ,2D ,0,0,          ,                                        ,         ,         ,           ,427924,35.788962,-96.45532,19312,PULLIAM RICK OIL & GAS INC              ,                                                                                       ,
37,26130,37,27,17N,08E,ESTATE LAND                   , 2-27  ,AC,    ,SE  ,NE  ,NW  ,2R ,300,500,2/21/12,JONES ( CLEVELAND )                     ,1626,1658,1582,426105,35.927415,-96.45066,17007,GALAXY CORPORATION THE                  ,                                                                                       ,
37,22129,37,22,17N,08E,MCDSU                         , W31   ,PA,    ,E/2 ,SW  ,SE  ,2R ,0,0,7/11/97,DUTCHER                                 ,3139,3156,3089,154260,35.931948,-96.44732,10950,MANUEL CORPORATION                      ,                                                                                       ,
37,23182,37,27,17N,08E,MCDSU                         , W72   ,TM,    ,SE  ,NW  ,SE  ,2R ,0,0,7/11/97,DUTCHER                                 ,3145,3149,3051,200083,35.920164,-96.4462,10950,MANUEL CORPORATION                      ,                                                                                       ,
37,21360,37,35,18N,08E,L.Y. KING                     ,7,AC,    ,NW  ,NW  ,SW  ,2D ,0,300,5/4/10,RED FORK & BURGESS                      ,2560,3076,2510,374429,35.994498,-96.43954,17677,WHITEHEAD PRODUCTION CO INC             ,                                                                                       ,
37,21579,37,26,17N,08E,MCDSU                         , W92   ,PA,    ,SE  ,SW  ,SW  ,2R ,0,0,1/8/02,DUTCHER                                 ,3236,3244,3136,200082,35.916541,-96.43729,10950,MANUEL CORPORATION                      ,                                                                                       ,
37,20205,37,14,17N,08E,ONATE JOHNSON                 , 7A    ,AC,    ,SW  ,SW  ,SE  ,2D ,500,500,1/31/11,PRUE                                    ,2245,2257,2195,422541,35.945549,-96.43061,17983,MELSON OIL & GAS INC                    ,                                                                                       ,
37,26878,37,1,17N,08E,ROLLESTONE                    ,8,AC,    ,NW  ,NE  ,NW  ,2R ,750,500,9/29/11,RED FOR  JONES                          ,1552,2606,1500,422245,35.987248,-96.41725,22036,MAJOR OIL CO LLC                        ,                                                                                       ,
37,25995,37,1,17N,08E,ROLLESTONE                    ,3,TM,    ,NE  ,NE  ,NW  ,2R ,0,0,          ,                                        ,         ,         ,           ,447464,35.987248,-96.41502,19395,RAM ENERGY INC                          ,                                                                                       ,
37,1125,37,13,17N,08E,HARJO                         ,3,PA,    ,NE  ,NE  ,SW  ,2D ,500,350,          ,PRUE SAND                               ,2258,2290,2200,75770,35.950989,-96.41501,245,BRACKSIECK LLOYD H                      ,                                                                                       ,
37,26590,37,18,15N,09E,DOWDY                         ,1,AC,    ,S2  ,NW  ,NE  ,2D ,100,250,5/7/08,BARTLESVILLE                            ,2750,2850,2720,419862,35.781714,-96.39417,5400,WITHROW OIL COMPANY INC                 ,                                                                                       ,
63,1561,63,29,05N,09E,RIVES                         ,1,TM,    ,NE  ,NW  ,NW  ,2R ,1400,260,6/10/04,LOWER BOOCH                             ,2860,2878,2800,393317,34.88271,-96.38526,21191,MILNE LEWIS JOEL                        ,                                                                                       ,
