API_COUNTY,API_NUMBER,COUNTY_CODE,SECTION,TOWNSHIP,RANGE,LEASE_NAME,WELL_NUMBER,STATUS,QUARTER4,QUARTER3,QUARTER2,QUARTER1,WELL_TYPE,MAXPRESSURE,MAXRATE,LAST_MIT_DATE,FORMATION,FORMATION_TOP_DEPTH,FORMATION_BOTTOM_DEPTH,PACKERDEPTH,ORDER_NUMBER,LATITUDE,LONGITUDE,OPERATOR#,OPERATOR,STIPULATIONS,                                                                                                       
51,35597,51,12,04N,05W,SOUTHEAST BRADLEY A UNIT      , O13   ,AC,    ,C   ,NW  ,SW  ,2R ,2500,6000,9/1/09,SPRINGER                                ,9356,9476,9250,397122,34.832234,-97.68318,18934,MERIT ENERGY COMPANY                    ,                                                                                       ,
51,35599,51,12,04N,05W,"S.E. BRADLEY ""A"" UNIT         ", M-13  ,AC,    ,C   ,NW  ,NW  ,2R ,2500,6000,11/29/07,SPRINGER                                ,9286,9372,9230,397120,34.839487,-97.68318,18934,MERIT ENERGY COMPANY                    ,                                                                                       ,
17,21874,17,12,11N,05W,CYPERT                        ,1,AC,    ,    ,NE  ,NW  ,2D ,1000,3000,3/30/12,PERMIAN SAND                            ,4734,4810,4700,385068,35.447806,-97.68216,18880,Y D F INC                               ,                                                                                       ,
51,35586,51,12,04N,05W,S.E. BRADLEY A                , N-16  ,AC,    ,    ,SE  ,NE  ,2R ,2500,6000,7/21/10,SPRINGER                                ,9068,9122,9040,397123,34.835861,-97.66999,18934,MERIT ENERGY COMPANY                    ,                                                                                       ,
83,23144,83,19,17N,04W,ERIN                          ,2,AC,    ,NW  ,NW  ,SE  ,2R ,1500,550,12/21/10,LAYTON                                  ,5242,5260,5200,375261,35.933964,-97.66538,22659,PERFORMANCE OPERATING COMPANY LLC       ,                                                                                       ,
53,20054,53,28,25N,04W,COGSWELL                      ,2,TM,    ,    ,NW  ,SW  ,2R ,0,0,          ,                                        ,         ,         ,           ,449074,36.613179,-97.63887,12673,CHERMAC ENERGY CORPORATION              ,                                                                                       ,
49,38197,49,35,04N,04W,NE PURDY SPRINGER SAND UNIT A , J-11  ,AC,    ,C   ,NE  ,SW  ,2R ,1500,2500,6/22/09,HART SAND                               ,8506,8560,9357,364992,34.77343,-97.59204,18934,MERIT ENERGY COMPANY                    ,                                                                                       ,
49,38197,49,35,04N,04W,NE PURDY SPRINGER SAND UNIT A , J-11  ,AC,    ,C   ,NE  ,SW  ,2R ,1500,2500,6/22/09,SPRINGER SAND                           ,9424,9478,9357,364992,34.77343,-97.59204,18934,MERIT ENERGY COMPANY                    ,                                                                                       ,
49,38201,49,35,04N,04W,NE PURDY SPRINGER SAND UNIT A , J-9   ,AC,    ,C   ,NE  ,NW  ,2R ,1500,3000,8/10/09,SPRINGER A                              ,8948,8990,8890,361126,34.780683,-97.59204,18934,MERIT ENERGY COMPANY                    ,                                                                                       ,
47,21158,47,36,22N,04W,SGWSU                         ,6,AC,NW  ,NW  ,NW  ,SW  ,2R ,100,150,4/22/08,WINFIELD SAND                           ,1167,1173,1130,408488,36.339198,-97.58537,15510,RESOURCES OPERATING CO INC              ,                                                                                       ,
49,38191,49,35,04N,04W,NE PURDY SPRINGER SAND UNIT A , L11   ,AC,    ,C   ,NE  ,SE  ,2R ,1500,5000,3/9/11,HART SAND                               ,8502,8520,9170,361125,34.77343,-97.58325,18934,MERIT ENERGY COMPANY                    ,                                                                                       ,
49,38191,49,35,04N,04W,NE PURDY SPRINGER SAND UNIT A , L11   ,AC,    ,C   ,NE  ,SE  ,2R ,1500,5000,3/9/11,SPRINGER SAND                           ,9280,9335,9170,361125,34.77343,-97.58325,18934,MERIT ENERGY COMPANY                    ,                                                                                       ,
83,0,83,1,15N,04W,HOLMAN                        ,2,TM,C   ,SE  ,SE  ,NE  ,2D ,0,0,          ,                                        ,         ,         ,           ,449339,35.80636,-97.5684,20247,WESTERN NATL RESOURCE EXPL LLC          ,                                                                                       ,
49,39648,49,12,03N,04W,NE PURDY SPRINGER SAND UNIT A , P17   ,AC,    ,CT  ,NE  ,NE  ,2R ,1500,5000,9/16/09,HART SAND                               ,8528,8582,9112,361124,34.751702,-97.56569,18934,MERIT ENERGY COMPANY                    ,                                                                                       ,
49,39648,49,12,03N,04W,NE PURDY SPRINGER SAND UNIT A , P17   ,AC,    ,CT  ,NE  ,NE  ,2R ,1500,5000,9/16/09,SPRINGER SAND                           ,9194,9292,9112,361124,34.751702,-97.56569,18934,MERIT ENERGY COMPANY                    ,                                                                                       ,
49,39653,49,12,03N,04W,NE PURDY SPRINGER SAND UNIT A , P-19  ,AC,    ,C   ,NE  ,SE  ,2R ,2500,5000,8/11/10,SPRINGER                                ,9296,9406,9200,380019,34.744449,-97.56569,18934,MERIT ENERGY COMPANY                    ,                                                                                       ,
83,23082,83,31,15N,03W,ZIEGELGRUBER                  , 2-31  ,PA,    ,SE  ,NW  ,SW  ,2D ,1500,10000,4/15/94,HUNTON/2ND WILCOX/                      ,6301,8285,6290,362077,35.730229,-97.56394,19301,MARJO OPERATING COMPANY INC             ,                                                                                       ,
83,23082,83,31,15N,03W,ZIEGELGRUBER                  , 2-31  ,PA,    ,SE  ,NW  ,SW  ,2D ,1500,10000,4/15/94,MCLISH/ARBUCKLE                         ,0,0,6290,362077,35.730229,-97.56394,19301,MARJO OPERATING COMPANY INC             ,                                                                                       ,
83,20447,83,31,15N,03W,VAUGHTER                      ,1,AC,    ,SW  ,SE  ,SW  ,2D ,500,1000,4/15/10,2ND WILCOX                              ,6620,6670,6550,351839,35.726603,-97.56171,19301,MARJO OPERATING COMPANY INC             ,                                                                                       ,
19,20485,19,6,04S,03W,HEALDTON I UNIT               ,21,AC,SW  ,SW  ,NW  ,NW  ,2R ,585,2500,11/11/11,HEALDTON                                ,1170,1421,1119,397788,34.242008,-97.56136,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,2655,19,7,01S,03W,COUNTYLINE UNIT               , 3-1   ,AC,    ,SW  ,SW  ,SW  ,2R ,2000,2000,12/27/08,DEESE                                   ,2801,3565,2676,264921,34.478209,-97.56086,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,8039,19,18,01S,03W,COUNTYLINE UNIT               , 19-3  ,AC,    ,NW  ,SW  ,SW  ,2R ,2100,2000,1/26/09,DEESE                                   ,2618,3128,2618,378524,34.465515,-97.56086,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,13604,19,6,02S,03W,"NWCDU (MARTIN ""B"" #4)         ",48,AC,    ,NW  ,NW  ,SW  ,2R ,2200,1500,1/11/07,CARPENTER A&B TUSSY                     ,0,4248,3543,367361,34.411111,-97.56085,22182,LINN OPERATING INC                      ,                                                                                       ,
19,13604,19,6,02S,03W,"NWCDU (MARTIN ""B"" #4)         ",48,AC,    ,NW  ,NW  ,SW  ,2R ,2200,1500,1/11/07,LOWER FUSILING A & B                    ,3600,0,3543,367361,34.411111,-97.56085,22182,LINN OPERATING INC                      ,                                                                                       ,
19,13606,19,6,02S,03W,"NWCDU (MARTIN ""A"" #3)         ",61,AC,    ,NW  ,SW  ,SW  ,2R ,2200,1500,12/26/07,CARPENTER A & B  TUS                    ,0,0,4068,364834,34.407485,-97.56085,22182,LINN OPERATING INC                      ,                                                                                       ,
19,13606,19,6,02S,03W,"NWCDU (MARTIN ""A"" #3)         ",61,AC,    ,NW  ,SW  ,SW  ,2R ,2200,1500,12/26/07,L.FUSILIND A&B  &                       ,3600,0,4068,364834,34.407485,-97.56085,22182,LINN OPERATING INC                      ,                                                                                       ,
47,24219,47,30,23N,03W,HAYES                         , B-2   ,AC,NE  ,NE  ,NE  ,SW  ,2D ,1000,1500,10/8/08,ARBUCKLE                                ,5688,5694,5650,422524,36.440683,-97.55962,19118,M M ENERGY INC                          ,                                                                                       ,
19,2766,19,7,01S,03W,FRANKLIN UNIT                 , 1B-2  ,AC,    ,NE  ,SW  ,NW  ,2R ,2000,600,8/6/10,DEESE                                   ,3341,3762,3300,277869,34.487276,-97.55867,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,2766,19,7,01S,03W,FRANKLIN UNIT                 , 1B-2  ,AC,    ,NE  ,SW  ,NW  ,2R ,2000,600,8/6/10,SPRINGER (GOODWIN)                      ,0,0,3300,277869,34.487276,-97.55867,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,8025,19,19,01S,03W,COUNTYLINE UNIT               , 27-14 ,PA,    ,NE  ,SW  ,NW  ,2R ,2200,2500,          ,DEESE                                   ,2270,3104,2270,378653,34.458261,-97.55867,1489,EXXONMOBIL OIL CORPORATION              ,                                                                                       ,
19,3645,19,30,01S,03W,COUNTYLINE UNIT               , 76-1  ,AC,    ,SE  ,SW  ,SW  ,2R ,2200,2000,9/25/08,DEESE                                   ,3568,4627,3510,358174,34.434687,-97.55866,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20474,19,31,03S,03W,HEALDTON I UNIT               ,7,AC, SE ,NE  ,SW  ,NW  ,2R ,622,4000,8/1/12,HEALDTON                                ,1244,1466,1048,418431,34.255156,-97.55863,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
49,40171,49,7,03N,03W,NE PURDY SPRINGER A           , R-19  ,AC,    ,C   ,NE  ,SW  ,2R ,2500,5000,9/11/09,SPRINGER                                ,9038,9120,8988,380018,34.744478,-97.55691,18934,MERIT ENERGY COMPANY                    ,                                                                                       ,
19,2743,19,7,02S,03W,FRANKLIN UNIT                 , 10-4  ,PA,    ,SW  ,NE  ,SW  ,2R ,0,0,          ,                                        ,         ,         ,           ,261034,34.394791,-97.55647,13734,TEXACO EXPLORATION & PROD INC           ,                                                                                       ,
19,22546,19,6,04S,03W,HEALDTON I UNIT               ,52,AC,    ,SW  ,NE  ,NW  ,2R ,0,0,11/11/11,                                        ,         ,         ,           ,424120,34.242462,-97.55645,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20472,19,31,03S,03W,HEALDTON I UNIT               ,4,AC,SW  , SW ,NE  ,NW  ,2R ,0,0,11/10/11,HEALDTON                                ,1166,1442,0,397798,34.257423,-97.5559,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
53,943,53,31,25N,03W,SE SALTFORK SKINNER SAND UNIT , 14-2  ,AC,    ,SW  ,NE  ,SE  ,2R ,1000,1000,5/3/11,LOWER LAYTON                            ,4425,4440,4400,376823,36.597653,-97.55441,15271,DEM OPERATIONS INC                      ,                                                                                       ,
19,24062,19,31,01S,03W,COUNTYLINE UNIT               , 88A-01,AC,    ,SE  ,NE  ,NW  ,2R ,2000,4000,6/25/09,DEESE                                   ,2200,4650,2150,361918,34.43106,-97.55428,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,21229,19,30,03S,03W,HEALDTON I UNIT               ,34,AC,    ,SE  ,SE  ,SW  ,2R ,477,2500,6/30/11,HEALDTON SAND                           ,954,1073,842,397787,34.260596,-97.55427,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,21498,19,31,03S,03W,HEALDTON I UNIT               , 36-H2 ,AC,    ,SE  ,NE  ,NW  ,2R ,502,2500,10/25/10,HEALDTON                                ,1004,1108,937,397843,34.256969,-97.55426,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,21499,19,31,03S,03W,HEALDTON I UNIT               , 37-H2 ,AC,    ,NE  ,SE  ,NW  ,2R ,506,2500,11/10/11,HEALDTON                                ,1012,1126,965,397844,34.255156,-97.55426,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20480,19,31,03S,03W,HEALDTON I UNIT               ,14,AC,SE  ,SE  ,NE  ,SW  ,2R ,750,3500,11/10/11,HEALDTON SAND                           ,740,1097,676,397800,34.249262,-97.55372,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20467,19,6,04S,03W,HEALDTON I UNIT  (WIW-22)     ,22,AC,    ,    ,    ,N2  ,2R ,750,0,11/11/11,HEALDTON                                ,944,954,932,70267,34.241555,-97.55317,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,24555,19,30,02S,03W,DREYFUS                       ,3,TM,SW  ,NW  ,NW  ,SE  ,2R ,0,0,          ,                                        ,         ,         ,           ,439324,34.352629,-97.55264,19859,MARPLE PETROLEUM LLC                    ,                                                                                       ,
19,21622,19,31,03S,03W,HEALDTON I UNIT               ,42,AC,    ,NW  ,NW  ,SE  ,2R ,506,2500,11/10/11,HEALDTON                                ,1012,1130,969,397942,34.251529,-97.55208,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,22035,19,31,03S,03W,HEALDTON I UNIT  W.I.W.       ,48,AC,    ,SW  ,SW  ,SE  ,2R ,431,4000,8/23/12,HEALDTON                                ,897,1106,809,397943,34.246089,-97.55208,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,4982,19,18,02S,03W,SEVSSU                        ,94,AC,    ,SE  ,NW  ,NE  ,2R ,3000,3000,12/29/10,HUMPHREYS                               ,4590,6080,5100,383260,34.387538,-97.5499,10266,HARMON C E OIL INC                      ,                                                                                       ,
19,20481,19,31,03S,03W,HEALDTON I UNIT               , 15A   ,AC,    ,NE  ,NW  ,SE  ,2R ,430,3000,11/10/11,HEALDTON                                ,861,1075,841,297786,34.251529,-97.5499,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,22583,19,6,04S,03W,HICKMAN-WILLIS                ,1,PA,    ,    ,C SE,SE  ,2D ,800,500,4/23/96,HEALDTON                                ,975,984,960,350910,34.234302,-97.5488,7997,STAR OIL COMPANY                        ,                                                                                       ,
19,23286,19,18,02S,03W,S.E.V.S.S.U.                  ,163,AC,SE  ,SE  ,SE  ,NE  ,2R ,2514,3000,9/17/09,SIMS                                    ,5028,6082,5000,422130,34.383457,-97.54498,10266,HARMON C E OIL INC                      ,                                                                                       ,
19,3346,19,20,01S,03W,COUNTYLINE UNIT               , 32-1  ,AC,    ,SW  ,NW  ,NW  ,2R ,2200,2000,1/26/09,DEESE                                   ,3138,3750,3090,364860,34.460115,-97.54338,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,7753,19,20,01S,03W,COUNTYLINE UNIT-DENNY 2       , 54-2  ,PA,    ,SW  ,SW  ,SW  ,2R ,2000,2000,          ,DEESE                                   ,2800,3759,0,359221,34.449235,-97.54338,1489,EXXONMOBIL OIL CORPORATION              ,                                                                                       ,
19,10453,19,32,03S,03W,HEALDTON II UNIT              , A-2   ,AC,    ,NW  ,SW  ,SW  ,2R ,700,2000,11/14/11,HEALDTON SAND                           ,1071,1117,625,425477,34.247943,-97.54335,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,7240,19,5,04S,03W,HEALDTON II WATERFLOOD UNIT   , G-12  ,AC,    ,N2  ,NW  ,NW  ,2R ,600,2000,11/14/11,HEALDTON                                ,940,1043,498,420955,34.244316,-97.54225,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,21774,19,32,03S,03W,HEALDTON II WATERFLOOD UNIT   , A-19-1,AC,    ,    ,SW  ,SW  ,2R ,550,2000,11/14/11,HEALDTON                                ,1078,1130,1155,414440,34.247036,-97.54225,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,4971,19,17,02S,03W,S.E. VELMA SIMS UNIT          ,142,AC,    ,SE  ,SW  ,SW  ,2R ,3000,1500,10/22/08,SIMS                                    ,5197,5242,5075,353697,34.376697,-97.54118,10266,HARMON C E OIL INC                      ,                                                                                       ,
19,5124,19,20,02S,03W,FOX DEESE-SPRINGER UNIT       , 6B-1  ,PA,    ,SE  ,SW  ,SW  ,2R ,1700,2850,10/29/97,DEESE                                   ,2990,3496,2950,378470,34.36219,-97.54118,913,CHEVRON USA INC                         ,                                                                                       ,
19,8767,19,5,04S,03W,HEALDTON II WATERFLOOD UNIT   , G-5   ,AC,    ,NE  ,NW  ,NW  ,2R ,600,1000,10/25/10,HEALDTON                                ,960,1065,571,416566,34.244316,-97.54116,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,8864,19,32,03S,03W,HEALDTON II WATERFLOOD UNIT   , A-4-I ,PA,    ,NE  ,SW  ,SW  ,2R ,500,2000,          ,HEALDTON                                ,1045,1134,585,412103,34.247943,-97.54116,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
49,0,49,29,01N,03W,TUSSY DEESE UNIT              , CPT 10,TM,SW  ,SW  ,NE  ,SW  ,2R ,0,0,          ,                                        ,         ,         ,           ,449073,34.525546,-97.54097,7254,DOMINION OK TX E & P INC                ,                                                                                       ,
19,5478,19,29,02S,03W,FOX DEESE- SPRINGER           , 27A-4A,AC,    ,NW  ,SE  ,NW  ,2R ,1700,2850,10/13/11,DEESE                                   ,3138,4002,3075,370485,34.35675,-97.53899,16896,CHAPARRAL ENERGY LLC                    ,                                                                                       ,
19,7234,19,5,04S,03W,HEALDTON II WATERFLOOD UNIT   , G-13-1,AC,    ,NW  ,NE  ,NW  ,2R ,600,2000,11/14/11,HEALDTON                                ,978,1038,450,416946,34.244316,-97.53898,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,10608,19,32,03S,03W,HEALDTON II UNIT              , B-6 I ,AC,    ,SW  ,SE  ,SW  ,2R ,700,1000,11/14/11,HEALDTON                                ,1150,1200,1030,417749,34.24613,-97.53898,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,21779,19,32,03S,03W,HEALDTON II WATERFLOOD UNIT   , B-12  ,AC,    ,NW  ,SE  ,SW  ,2R ,600,1000,11/14/11,HEALDTON                                ,1020,1100,953,419775,34.247943,-97.53898,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,8751,19,8,04S,03W,HEALDTON II UNIT              , U-2-I ,AC,    ,N2  ,NE  ,NW  ,2R ,0,0,11/15/11,                                        ,         ,         ,           ,433877,34.229809,-97.53788,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,8745,19,5,04S,03W,HEALDTON II WATERFLOOD UNIT   , O30-I ,AC,    ,SE  ,NE  ,SW  ,2R ,500,2000,11/15/11,HEALDTON                                ,660,1035,539,419773,34.235249,-97.53679,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,8747,19,5,04S,03W,HEALDTON II WATERFLOOD UNIT   , O-34  ,AC,    ,NE  ,NE  ,SW  ,2R ,500,2000,11/15/11,HEALDTON                                ,735,812,422,416180,34.237063,-97.53679,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,8755,19,8,04S,03W,HEALDTON II UNIT              , U-9   ,AC,    ,SE  ,NE  ,NW  ,2R ,600,2000,11/15/11,HEALDTON                                ,754,964,505,417940,34.227995,-97.53679,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,8797,19,8,04S,03W,HEALDTON II WATERFLOOD UNIT   , V-22-1,AC,    ,NW  ,NW  ,NE  ,2R ,0,1000,11/15/11,HEALDTON                                ,821,1011,405,416179,34.229809,-97.53461,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,13803,19,32,03S,03W,HEALDTON II WATERFLOOD UNIT   , C-5-I ,AC,    ,NW  ,SW  ,SE  ,2R ,600,1000,11/14/11,HEALDTON                                ,1100,1178,701,419529,34.247943,-97.53461,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,5499,19,29,02S,03W,FOX DEESE- SPRINGER           , 49-8  ,AC,    ,SE  ,SW  ,SE  ,2R ,1700,2850,1/4/12,DEESE                                   ,3453,4780,3350,378472,34.347683,-97.53243,16896,CHAPARRAL ENERGY LLC                    ,                                                                                       ,
19,21330,19,5,04S,03W,HEALDTON II UNIT              , Q34-I ,AC,    ,SE  ,NW  ,SE  ,2R ,600,4000,11/15/11,HEALDTON SANDS                          ,589,762,540,410867,34.235249,-97.53243,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,21192,19,8,04S,03W,HEALDTON II UNIT              , V74   ,AC,    ,SE  ,SW  ,NE  ,2R ,500,1000,11/15/11,HEALDTON                                ,828,927,735,417748,34.224369,-97.53242,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,8827,19,8,04S,03W,HEALDTON II WATERFLOOD        , V-62  ,AC,    ,SW  ,SE  ,NE  ,2R ,600,2000,11/15/11,HEALDTON                                ,871,943,427,418426,34.224369,-97.53024,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,12207,19,5,04S,03W,HEALDTON II UNIT              , Q-24  ,AC,    ,SE  ,SE  ,SE  ,2R ,0,0,11/15/11,                                        ,         ,         ,           ,439319,34.231623,-97.52806,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
49,24096,49,28,01N,03W,TUSSY DEESE UNIT              , SKP-7 ,AC,NE  ,SW  ,SW  ,SW  ,2R ,0,0,9/29/08,                                        ,         ,         ,           ,430601,34.522849,-97.52669,19113,STEPHENS & JOHNSON OPERATING CO         ,                                                                                       ,
19,6275,19,33,03S,03W,HEALDTON II UNIT              , F-33  ,AC,    ,NW  ,SW  ,SW  ,2R ,100,1000,11/14/11,HEALDTON                                ,1050,1129,1000,424653,34.247981,-97.52588,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20575,19,9,04S,03W,HEALDTON AREA III             , G-1   ,AC,    ,NW  ,NW  ,SW  ,2R ,600,4200,11/22/11,HEALDTON                                ,828,1110,975,304989,34.222593,-97.52587,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
49,24103,49,33,01N,03W,TUSSY DEESE UNIT              , GY-10 ,AC,SW  ,SE  ,NW  ,SW  ,2R ,980,1500,9/29/08,FUSILINA & TUSSY                        ,1960,2490,1910,433326,34.511063,-97.52559,19113,STEPHENS & JOHNSON OPERATING CO         ,                                                                                       ,
49,21040,49,9,01N,03W,GANN                          ,4,AC,    ,NE  ,NW  ,SW  ,2D ,300,400,8/23/12,ROBBERSON                               ,1630,1635,1600,295352,34.571356,-97.52506,17887,WALTERS OIL COMPANY                     ,                                                                                       ,
19,20904,19,9,04S,03W,HEALDTON III UNIT TR          , 31-13 ,AC,    ,    ,SW  ,SW  ,2R ,700,600,11/22/11,2ND HEALDTON SD                         ,1030,1076,1006,420694,34.218059,-97.52478,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20576,19,9,04S,03W,HEALDTON AREA III             , G-2   ,AC,    ,NW  ,NE  ,SW  ,2R ,700,3600,9/13/12,HEALDTON                                ,881,1152,1050,418953,34.222593,-97.5215,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20710,19,9,04S,03W,HEALDTON AREA III             , H-2   ,AC,    ,SW  ,NE  ,SW  ,2R ,600,3500,11/22/11,HEALDTON                                ,932,1225,855,419772,34.22078,-97.5215,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,9682,19,4,04S,03W,DUNDEE HEALDTON SAND UNIT     , B-3   ,TM,    ,SE  ,NE  ,NW  ,2R ,0,0,          ,                                        ,         ,         ,           ,439321,34.242542,-97.51932,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20711,19,9,04S,03W,HEALDTON AREA III             , H-3   ,AC,    ,SE  ,NE  ,SW  ,2R ,800,2000,11/22/11,HEALDTON                                ,900,1145,1078,418950,34.22078,-97.51932,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20715,19,9,04S,03W,HEALDTON AREA III             , I-3   ,AC,    ,SE  ,SE  ,SW  ,2R ,600,4500,11/22/11,HEALDTON                                ,896,1215,846,420690,34.217153,-97.51932,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,23823,19,16,04S,03W,HEALDTON IV UNIT              , 10-W12,AC,NW  ,SW  ,NW  ,NE  ,2R ,800,2000,5/18/11,HEALDTON SANDS                          ,840,1420,802,417132,34.21398,-97.51768,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
49,24101,49,33,01N,03W,TUSSY DEESE UNIT              , CH-7  ,AC,    ,    ,SW  ,SE  ,2R ,855,1500,9/30/08,FUSILINA & TUSSY                        ,1710,2240,1660,433327,34.508797,-97.51738,19113,STEPHENS & JOHNSON OPERATING CO         ,                                                                                       ,
19,9071,19,16,04S,03W,HEALDTON IV UNIT (UC8-28)     , 17-28 ,AC,    ,NW  ,SW  ,NE  ,2R ,800,1000,12/11/08,HEALDTON                                ,788,956,751,420683,34.211713,-97.51714,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20567,19,9,04S,03W,HEALDTON AREA III             , E-3   ,AC,    ,NW  ,NW  ,NE  ,2R ,900,2900,11/22/11,HEALDTON                                ,794,1103,648,420691,34.229848,-97.51714,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20572,19,9,04S,03W,HEALDTON AREA III             , F-3   ,AC,    ,NW  ,SW  ,NE  ,2R ,800,4800,11/22/11,HEALDTON                                ,760,1023,734,420688,34.226221,-97.51714,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20577,19,9,04S,03W,HEALDTON AREA III             , G-3   ,AC,    ,NW  ,NW  ,SE  ,2R ,700,3800,9/13/12,HEALDTON                                ,852,1140,1033,418954,34.222594,-97.51714,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,30012,19,4,04S,03W,DHSU                          , 17-34 ,AC,    ,S2  ,NW  ,SE  ,2R ,600,3000,10/21/11,HOXBAR (HEALDTON SD)                    ,674,914,637,417740,34.235288,-97.51605,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,7214,19,4,04S,03W,HEALDTON ARBUCKLE UNIT        , 18-1  ,AC,    ,NE  ,NW  ,SE  ,2R ,0,0,11/21/11,ARBUCKLE (LWS CREEK                     ,0,0,0,293379,34.237101,-97.51496,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20712,19,9,04S,03W,HEALDTON AREA III             , H-4   ,AC,    ,    ,    ,SE  ,2R ,650,3500,9/13/12,HEALDTON                                ,854,1132,1080,417129,34.219874,-97.51386,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20716,19,9,04S,03W,HEALDTON AREA III UNIT        , I-4   ,AC,    ,S2  ,S2  ,SE  ,2R ,700,450,11/22/11,HEALDTON                                ,982,1145,955,425688,34.217154,-97.51386,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,21399,19,16,04S,03W,HEALDTON IV UNIT (UC8-30)     , 17W-30,AC,    ,    ,    ,NE  ,2R ,800,2000,12/11/08,HEALDTON                                ,766,1002,725,420682,34.21262,-97.51386,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20568,19,9,04S,03W,HEALDTON AREA III             , E-4   ,AC,    ,NW  ,NE  ,NE  ,2R ,600,6000,10/29/07,HEALDTON                                ,790,1208,998,417130,34.229848,-97.51277,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20578,19,9,04S,03W,HEALDTON AREA III             , G-4   ,AC,    ,NW  ,NE  ,SE  ,2R ,0,5000,9/13/12,HEALDTON                                ,836,1114,1040,417742,34.222594,-97.51277,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
49,35336,49,16,01N,03W,PERNELL                       ,2,TM,NW  ,SE  ,NE  ,NE  ,2D ,300,1000,          ,ROBERSON SAND                           ,1400,1700,1350,422922,34.562744,-97.51245,4303,BUSEY NAMAN                             ,                                                                                       ,
19,30123,19,4,04S,03W,DUNDEE HEALDTON SAND UNIT     , 5-17  ,AC,NE  ,SW  ,NE  ,NE  ,2R ,0,0,5/19/08,                                        ,         ,         ,           ,438344,34.242995,-97.51223,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
